SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming
No,Yes,No,33,DSL,Month-to-month,Yes,Bank transfer (automatic),72.75,No,3,1,218.25,72.75
No,Yes,Yes,62,No,Two year,No,Credit card (automatic),20.05,No,0,0,0.0,0.0
No,Yes,Yes,49,DSL,Month-to-month,Yes,Electronic check,39.2,No,1,1,39.2,39.2
No,No,No,1,DSL,Month-to-month,Yes,Electronic check,44.75,No,0,0,0.0,0.0
No,Yes,No,14,Fiber optic,Month-to-month,Yes,Electronic check,82.65,No,2,0,165.3,0.0
Yes,No,No,18,Fiber optic,Month-to-month,No,Bank transfer (automatic),93.9,No,2,1,187.8,93.9
No,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),117.15,No,4,2,468.6,234.3
No,No,No,64,Fiber optic,Two year,No,Credit card (automatic),99.25,No,3,1,297.75,99.25
No,Yes,No,69,Fiber optic,Two year,Yes,Bank transfer (automatic),112.55,No,4,2,450.2,225.1
No,No,No,1,No,Month-to-month,Yes,Electronic check,25.7,No,0,0,0.0,0.0
No,Yes,Yes,71,DSL,Two year,No,Credit card (automatic),90.3,No,4,2,361.2,180.6
No,Yes,Yes,66,DSL,One year,Yes,Credit card (automatic),49.4,No,1,0,49.4,0.0
No,No,No,2,No,Month-to-month,No,Mailed check,19.4,No,0,0,0.0,0.0
Yes,Yes,No,71,Fiber optic,Two year,Yes,Bank transfer (automatic),109.7,No,4,2,438.8,219.4
No,No,No,11,DSL,One year,Yes,Electronic check,61.25,No,1,1,61.25,61.25
No,No,Yes,47,DSL,Month-to-month,Yes,Electronic check,55.3,No,2,0,110.6,0.0
No,Yes,Yes,60,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.75,No,2,2,207.5,207.5
No,No,No,11,No,One year,No,Mailed check,19.5,No,0,0,0.0,0.0
No,No,No,29,DSL,One year,No,Credit card (automatic),39.5,No,3,0,118.5,0.0
No,Yes,Yes,21,DSL,Month-to-month,Yes,Electronic check,26.05,No,0,0,0.0,0.0
Yes,Yes,No,48,Fiber optic,Month-to-month,Yes,Credit card (automatic),91.05,No,1,1,91.05,91.05
No,No,Yes,3,DSL,Month-to-month,No,Mailed check,29.65,No,1,0,29.65,0.0
No,Yes,Yes,43,DSL,Month-to-month,No,Mailed check,50.2,No,1,0,50.2,0.0
No,No,No,5,Fiber optic,Month-to-month,No,Electronic check,105.3,No,2,2,210.6,210.6
No,No,No,1,DSL,Month-to-month,Yes,Electronic check,55.45,No,0,1,0.0,55.45
No,Yes,Yes,71,DSL,One year,No,Electronic check,85.45,No,3,2,256.35,170.9
No,Yes,Yes,8,No,One year,No,Electronic check,19.8,No,0,0,0.0,0.0
No,No,No,8,DSL,Month-to-month,Yes,Electronic check,59.25,No,0,1,0.0,59.25
No,No,No,20,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.7,No,1,1,90.7,90.7
No,No,No,71,Fiber optic,One year,Yes,Credit card (automatic),79.05,No,1,0,79.05,0.0
Yes,Yes,No,31,Fiber optic,One year,Yes,Electronic check,90.7,No,1,1,90.7,90.7
Yes,Yes,No,38,Fiber optic,One year,No,Credit card (automatic),95.0,No,2,1,190.0,95.0
No,Yes,Yes,2,DSL,Month-to-month,Yes,Mailed check,30.25,No,1,0,30.25,0.0
No,Yes,No,12,DSL,Month-to-month,Yes,Bank transfer (automatic),49.85,No,1,2,49.85,99.7
No,No,Yes,9,Fiber optic,Month-to-month,No,Bank transfer (automatic),93.0,No,3,1,279.0,93.0
Yes,No,Yes,11,DSL,Month-to-month,Yes,Electronic check,54.55,No,2,0,109.1,0.0
No,No,Yes,6,No,Month-to-month,No,Mailed check,19.7,No,0,0,0.0,0.0
No,Yes,No,71,DSL,One year,Yes,Bank transfer (automatic),84.8,No,4,2,339.2,169.6
No,Yes,Yes,42,Fiber optic,One year,Yes,Credit card (automatic),94.45,No,2,1,188.9,94.45
No,Yes,Yes,45,No,Two year,No,Mailed check,20.85,No,0,0,0.0,0.0
No,Yes,Yes,28,DSL,One year,Yes,Credit card (automatic),60.0,No,3,2,180.0,120.0
No,Yes,No,43,Fiber optic,Month-to-month,No,Electronic check,80.45,No,1,0,80.45,0.0
No,No,Yes,60,DSL,Two year,Yes,Electronic check,84.95,No,3,2,254.85000000000002,169.9
No,Yes,Yes,7,DSL,Two year,No,Credit card (automatic),49.65,No,3,1,148.95,49.65
No,Yes,No,25,No,One year,Yes,Bank transfer (automatic),20.2,No,0,0,0.0,0.0
No,No,No,27,Fiber optic,One year,Yes,Bank transfer (automatic),100.5,No,1,2,100.5,201.0
No,No,No,10,DSL,Month-to-month,No,Electronic check,35.75,No,2,0,71.5,0.0
Yes,No,No,27,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),86.45,No,2,0,172.9,0.0
No,No,No,11,DSL,One year,No,Bank transfer (automatic),53.8,No,2,0,107.6,0.0
No,Yes,Yes,4,DSL,Month-to-month,No,Credit card (automatic),38.55,No,1,1,38.55,38.55
No,No,No,68,DSL,Month-to-month,Yes,Bank transfer (automatic),39.9,No,1,1,39.9,39.9
Yes,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,70.05,No,0,0,0.0,0.0
No,No,No,18,No,One year,No,Mailed check,20.1,No,0,0,0.0,0.0
No,No,No,26,No,Month-to-month,Yes,Electronic check,20.3,No,0,0,0.0,0.0
No,Yes,No,17,DSL,Month-to-month,Yes,Credit card (automatic),35.65,No,2,0,71.3,0.0
Yes,Yes,No,59,Fiber optic,One year,Yes,Credit card (automatic),82.95,No,3,0,248.85000000000002,0.0
No,No,No,30,DSL,Two year,Yes,Mailed check,55.65,No,2,0,111.3,0.0
Yes,Yes,No,50,No,One year,No,Electronic check,25.2,No,0,0,0.0,0.0
No,No,No,9,DSL,One year,No,Mailed check,50.8,No,3,1,152.39999999999998,50.8
No,Yes,Yes,3,No,Month-to-month,No,Mailed check,19.65,No,0,0,0.0,0.0
No,No,Yes,14,DSL,Month-to-month,Yes,Credit card (automatic),59.8,No,1,1,59.8,59.8
Yes,No,No,31,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.55,No,1,0,73.55,0.0
No,No,No,7,DSL,Month-to-month,No,Electronic check,61.4,No,3,0,184.2,0.0
No,Yes,Yes,17,No,One year,No,Bank transfer (automatic),19.9,No,0,0,0.0,0.0
No,Yes,Yes,32,No,Month-to-month,Yes,Credit card (automatic),19.45,No,0,0,0.0,0.0
Yes,No,No,2,Fiber optic,Month-to-month,No,Mailed check,81.5,No,0,1,0.0,81.5
No,Yes,Yes,72,Fiber optic,Two year,No,Credit card (automatic),109.55,No,3,2,328.65,219.1
No,Yes,Yes,27,Fiber optic,Month-to-month,No,Mailed check,74.4,No,1,0,74.4,0.0
No,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,74.9,No,1,0,74.9,0.0
No,Yes,Yes,11,DSL,Month-to-month,Yes,Bank transfer (automatic),59.65,No,1,1,59.65,59.65
No,Yes,Yes,72,Fiber optic,Two year,Yes,Bank transfer (automatic),110.45,No,3,2,331.35,220.9
Yes,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,74.45,No,0,0,0.0,0.0
No,No,No,71,No,Two year,No,Electronic check,24.55,No,0,0,0.0,0.0
No,Yes,Yes,47,No,Two year,No,Mailed check,24.55,No,0,0,0.0,0.0
Yes,Yes,No,57,Fiber optic,One year,Yes,Electronic check,90.65,No,2,1,181.3,90.65
Yes,Yes,No,50,Fiber optic,Two year,Yes,Credit card (automatic),105.05,No,2,2,210.1,210.1
No,No,No,8,No,Month-to-month,Yes,Credit card (automatic),20.45,No,0,0,0.0,0.0
No,Yes,Yes,48,No,Two year,No,Mailed check,19.55,No,0,0,0.0,0.0
No,No,No,70,No,One year,No,Bank transfer (automatic),19.7,No,0,0,0.0,0.0
No,No,Yes,1,DSL,Month-to-month,Yes,Bank transfer (automatic),70.45,No,3,1,211.35000000000002,70.45
No,Yes,No,8,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.65,No,0,1,0.0,85.65
No,Yes,Yes,60,No,Two year,No,Mailed check,20.55,No,0,0,0.0,0.0
No,Yes,Yes,49,Fiber optic,One year,Yes,Electronic check,97.95,No,1,2,97.95,195.9
No,No,No,29,No,One year,No,Mailed check,20.0,No,0,0,0.0,0.0
No,Yes,No,67,No,Two year,Yes,Credit card (automatic),25.25,No,0,0,0.0,0.0
No,Yes,No,67,DSL,Two year,No,Credit card (automatic),70.9,No,4,0,283.6,0.0
No,Yes,Yes,6,No,Month-to-month,No,Mailed check,19.85,No,0,0,0.0,0.0
No,No,No,47,Fiber optic,Month-to-month,Yes,Electronic check,106.35,No,2,2,212.7,212.7
No,No,No,53,Fiber optic,Two year,No,Mailed check,99.5,No,4,1,398.0,99.5
No,Yes,No,69,DSL,Two year,Yes,Mailed check,84.7,No,4,2,338.8,169.4
No,No,No,3,Fiber optic,Month-to-month,Yes,Mailed check,86.05,No,1,1,86.05,86.05
No,No,No,4,DSL,Month-to-month,No,Mailed check,44.55,No,0,0,0.0,0.0
No,Yes,Yes,56,DSL,Two year,Yes,Credit card (automatic),75.85,No,3,1,227.54999999999998,75.85
Yes,Yes,No,61,No,Two year,No,Bank transfer (automatic),25.0,No,0,0,0.0,0.0
No,Yes,No,2,DSL,Month-to-month,Yes,Electronic check,45.0,No,0,0,0.0,0.0
No,Yes,Yes,12,No,Month-to-month,No,Mailed check,20.5,No,0,0,0.0,0.0
No,Yes,Yes,28,Fiber optic,One year,Yes,Electronic check,90.45,No,1,1,90.45,90.45
No,No,No,24,DSL,Month-to-month,No,Bank transfer (automatic),60.45,No,3,0,181.35000000000002,0.0
No,Yes,Yes,68,DSL,One year,Yes,Electronic check,78.45,No,4,1,313.8,78.45
No,No,Yes,39,Fiber optic,Two year,No,Mailed check,100.55,No,1,2,100.55,201.1
No,Yes,No,42,No,Month-to-month,No,Credit card (automatic),20.35,No,0,0,0.0,0.0
No,Yes,No,6,Fiber optic,Month-to-month,Yes,Electronic check,90.75,No,1,1,90.75,90.75
No,Yes,No,38,No,One year,Yes,Credit card (automatic),20.25,No,0,0,0.0,0.0
No,No,No,18,No,Two year,No,Credit card (automatic),20.05,No,0,0,0.0,0.0
No,Yes,No,4,No,Month-to-month,No,Mailed check,19.6,No,0,0,0.0,0.0
No,Yes,No,27,DSL,Month-to-month,Yes,Electronic check,53.8,No,2,0,107.6,0.0
No,No,Yes,41,DSL,One year,No,Mailed check,70.2,No,3,1,210.60000000000002,70.2
No,Yes,Yes,50,DSL,One year,No,Electronic check,75.5,No,2,2,151.0,151.0
No,Yes,Yes,72,No,Two year,No,Electronic check,20.35,No,0,0,0.0,0.0
No,No,No,70,No,One year,No,Credit card (automatic),26.05,No,0,0,0.0,0.0
No,Yes,Yes,44,No,One year,No,Bank transfer (automatic),20.6,No,0,0,0.0,0.0
No,Yes,Yes,34,No,One year,Yes,Bank transfer (automatic),20.1,No,0,0,0.0,0.0
Yes,Yes,No,72,No,Two year,No,Bank transfer (automatic),24.3,No,0,0,0.0,0.0
No,Yes,No,71,No,Two year,Yes,Electronic check,24.5,No,0,0,0.0,0.0
No,No,No,64,Fiber optic,Two year,Yes,Credit card (automatic),110.5,No,3,2,331.5,221.0
No,Yes,No,72,No,Two year,Yes,Bank transfer (automatic),25.25,No,0,0,0.0,0.0
Yes,Yes,No,29,Fiber optic,One year,No,Bank transfer (automatic),90.1,No,2,1,180.2,90.1
No,Yes,No,23,DSL,One year,Yes,Bank transfer (automatic),68.75,No,3,1,206.25,68.75
No,Yes,Yes,52,No,Two year,No,Mailed check,19.2,No,0,0,0.0,0.0
No,No,No,64,Fiber optic,Two year,Yes,Bank transfer (automatic),115.1,No,4,2,460.4,230.2
No,No,No,24,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.65,No,1,2,99.65,199.3
No,Yes,No,2,Fiber optic,Month-to-month,Yes,Electronic check,91.45,No,1,1,91.45,91.45
No,Yes,Yes,34,DSL,Two year,No,Mailed check,84.75,No,4,2,339.0,169.5
No,Yes,Yes,53,DSL,One year,Yes,Mailed check,78.75,No,2,2,157.5,157.5
No,Yes,Yes,47,No,Two year,No,Credit card (automatic),20.25,No,0,0,0.0,0.0
No,No,Yes,72,No,Two year,No,Credit card (automatic),19.9,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Credit card (automatic),97.75,No,3,1,293.25,97.75
No,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,100.4,No,2,2,200.8,200.8
No,Yes,No,71,No,Two year,Yes,Credit card (automatic),24.45,No,0,0,0.0,0.0
Yes,No,No,41,Fiber optic,One year,Yes,Bank transfer (automatic),101.1,No,2,2,202.2,202.2
No,Yes,Yes,67,DSL,Two year,No,Credit card (automatic),50.9,No,1,2,50.9,101.8
No,Yes,No,69,Fiber optic,One year,Yes,Credit card (automatic),107.2,No,4,1,428.8,107.2
Yes,Yes,No,70,DSL,Two year,Yes,Bank transfer (automatic),92.2,No,4,2,368.8,184.4
No,No,No,72,Fiber optic,Two year,No,Bank transfer (automatic),113.4,No,4,2,453.6,226.8
No,Yes,Yes,34,DSL,Two year,Yes,Electronic check,40.55,No,1,1,40.55,40.55
No,Yes,Yes,65,No,Two year,No,Credit card (automatic),26.0,No,0,0,0.0,0.0
No,No,No,70,Fiber optic,Two year,Yes,Credit card (automatic),111.95,No,4,2,447.8,223.9
No,Yes,Yes,72,DSL,Two year,Yes,Credit card (automatic),53.8,No,2,2,107.6,107.6
No,No,Yes,35,DSL,One year,Yes,Mailed check,72.1,No,1,2,72.1,144.2
No,Yes,No,12,DSL,One year,No,Electronic check,78.85,No,2,2,157.7,157.7
No,Yes,Yes,62,DSL,One year,Yes,Bank transfer (automatic),70.75,No,3,1,212.25,70.75
No,No,No,25,DSL,Month-to-month,Yes,Credit card (automatic),76.15,No,2,2,152.3,152.3
No,No,No,52,DSL,Two year,No,Mailed check,39.1,No,3,0,117.30000000000001,0.0
Yes,No,No,8,Fiber optic,Month-to-month,Yes,Credit card (automatic),69.95,No,0,0,0.0,0.0
No,No,No,2,No,Month-to-month,No,Mailed check,20.05,No,0,0,0.0,0.0
No,Yes,Yes,56,No,Two year,No,Mailed check,20.05,No,0,0,0.0,0.0
No,No,No,12,No,Month-to-month,No,Bank transfer (automatic),19.45,No,0,0,0.0,0.0
No,Yes,No,47,No,One year,No,Electronic check,26.9,No,0,0,0.0,0.0
Yes,No,No,2,No,Month-to-month,No,Electronic check,19.2,No,0,0,0.0,0.0
No,No,No,18,DSL,Month-to-month,Yes,Mailed check,50.0,No,1,0,50.0,0.0
No,No,No,8,DSL,Month-to-month,Yes,Electronic check,60.0,No,1,1,60.0,60.0
No,Yes,No,45,Fiber optic,Month-to-month,Yes,Mailed check,84.55,No,2,0,169.1,0.0
No,No,No,3,DSL,Month-to-month,No,Mailed check,45.45,No,0,0,0.0,0.0
No,No,No,38,No,One year,No,Mailed check,20.05,No,0,0,0.0,0.0
No,Yes,No,72,Fiber optic,Two year,Yes,Electronic check,115.55,No,4,2,462.2,231.1
No,Yes,Yes,71,Fiber optic,Two year,Yes,Credit card (automatic),99.0,No,3,1,297.0,99.0
No,Yes,Yes,66,DSL,Two year,No,Bank transfer (automatic),50.55,No,1,2,50.55,101.1
No,Yes,Yes,13,No,Two year,Yes,Bank transfer (automatic),25.0,No,0,0,0.0,0.0
No,Yes,Yes,65,DSL,Two year,No,Bank transfer (automatic),91.55,No,4,2,366.2,183.1
No,Yes,Yes,15,No,Two year,No,Mailed check,19.35,No,0,0,0.0,0.0
No,Yes,No,72,No,Two year,No,Credit card (automatic),24.85,No,0,0,0.0,0.0
No,Yes,Yes,42,Fiber optic,Two year,Yes,Electronic check,100.4,No,2,2,200.8,200.8
No,Yes,No,71,No,Two year,No,Bank transfer (automatic),25.0,No,0,0,0.0,0.0
No,No,No,35,No,Month-to-month,No,Bank transfer (automatic),19.25,No,0,0,0.0,0.0
No,Yes,Yes,53,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),108.25,No,3,2,324.75,216.5
No,No,No,48,No,Two year,No,Credit card (automatic),20.15,No,0,0,0.0,0.0
Yes,No,Yes,30,Fiber optic,Month-to-month,Yes,Electronic check,101.3,No,1,2,101.3,202.6
No,No,No,10,No,Month-to-month,No,Credit card (automatic),20.0,No,0,0,0.0,0.0
No,No,Yes,12,Fiber optic,Month-to-month,Yes,Electronic check,105.3,No,2,2,210.6,210.6
Yes,No,No,57,DSL,Two year,No,Bank transfer (automatic),69.85,No,3,1,209.54999999999998,69.85
No,Yes,No,58,DSL,Month-to-month,Yes,Credit card (automatic),65.25,No,2,1,130.5,65.25
No,No,No,37,No,Two year,No,Mailed check,19.8,No,0,0,0.0,0.0
No,Yes,Yes,44,No,Month-to-month,No,Mailed check,19.6,No,0,0,0.0,0.0
No,No,Yes,27,No,One year,No,Credit card (automatic),20.05,No,0,0,0.0,0.0
No,No,No,8,DSL,Month-to-month,No,Electronic check,49.4,No,1,0,49.4,0.0
Yes,Yes,No,25,Fiber optic,Month-to-month,No,Bank transfer (automatic),88.4,No,2,1,176.8,88.4
No,Yes,Yes,57,Fiber optic,Month-to-month,Yes,Electronic check,100.6,No,1,2,100.6,201.2
No,No,No,12,No,Month-to-month,No,Mailed check,19.45,No,0,0,0.0,0.0
No,Yes,Yes,62,No,Two year,No,Bank transfer (automatic),20.3,No,0,0,0.0,0.0
No,Yes,No,65,Fiber optic,Two year,Yes,Bank transfer (automatic),107.65,No,3,2,322.95000000000005,215.3
No,Yes,No,71,DSL,Two year,Yes,Bank transfer (automatic),80.45,No,2,2,160.9,160.9
No,Yes,Yes,21,DSL,One year,Yes,Credit card (automatic),58.85,No,1,1,58.85,58.85
No,Yes,No,71,Fiber optic,One year,Yes,Electronic check,109.6,No,3,2,328.79999999999995,219.2
No,No,No,7,Fiber optic,Month-to-month,Yes,Electronic check,75.15,No,1,0,75.15,0.0
No,No,No,72,DSL,Two year,Yes,Credit card (automatic),73.0,No,4,1,292.0,73.0
No,No,No,1,Fiber optic,Month-to-month,No,Electronic check,70.1,No,0,0,0.0,0.0
No,Yes,Yes,72,Fiber optic,Two year,Yes,Bank transfer (automatic),98.65,No,3,1,295.95000000000005,98.65
No,Yes,Yes,64,Fiber optic,One year,Yes,Electronic check,111.45,No,3,2,334.35,222.9
No,No,No,72,Fiber optic,Two year,Yes,Electronic check,114.9,No,4,2,459.6,229.8
No,No,No,29,Fiber optic,Month-to-month,No,Bank transfer (automatic),100.55,No,1,2,100.55,201.1
No,No,No,13,No,Two year,Yes,Mailed check,20.4,No,0,0,0.0,0.0
No,No,No,31,Fiber optic,Month-to-month,No,Electronic check,104.35,No,2,2,208.7,208.7
No,Yes,Yes,14,DSL,Month-to-month,No,Credit card (automatic),80.45,No,2,2,160.9,160.9
No,No,No,72,DSL,Two year,Yes,Bank transfer (automatic),91.35,No,4,2,365.4,182.7
No,Yes,Yes,25,No,One year,No,Electronic check,19.9,No,0,0,0.0,0.0
No,No,No,18,DSL,Month-to-month,Yes,Electronic check,68.35,No,3,1,205.04999999999998,68.35
No,Yes,No,71,DSL,Two year,Yes,Credit card (automatic),79.1,No,3,2,237.29999999999998,158.2
Yes,Yes,Yes,28,DSL,One year,Yes,Electronic check,51.0,No,0,0,0.0,0.0
No,No,Yes,2,Fiber optic,Month-to-month,No,Credit card (automatic),80.55,No,1,0,80.55,0.0
No,Yes,Yes,17,DSL,Month-to-month,Yes,Mailed check,66.7,No,3,0,200.10000000000002,0.0
No,No,No,56,Fiber optic,Month-to-month,Yes,Electronic check,86.4,No,2,0,172.8,0.0
No,Yes,No,60,DSL,One year,No,Electronic check,50.05,No,3,1,150.14999999999998,50.05
No,No,No,33,No,Two year,No,Credit card (automatic),25.7,No,0,0,0.0,0.0
No,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,83.4,No,3,0,250.20000000000002,0.0
No,Yes,No,63,Fiber optic,Two year,Yes,Credit card (automatic),84.65,No,2,0,169.3,0.0
No,No,No,55,DSL,Two year,Yes,Mailed check,64.75,No,2,1,129.5,64.75
No,Yes,No,65,Fiber optic,One year,Yes,Bank transfer (automatic),100.15,No,3,1,300.45000000000005,100.15
No,No,No,63,No,Two year,No,Mailed check,25.25,No,0,0,0.0,0.0
Yes,Yes,No,70,Fiber optic,Two year,Yes,Credit card (automatic),113.0,No,4,2,452.0,226.0
No,Yes,Yes,36,DSL,Two year,No,Credit card (automatic),40.65,No,3,0,121.94999999999999,0.0
No,No,No,22,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.95,No,3,1,284.85,94.95
Yes,No,No,5,DSL,Month-to-month,No,Credit card (automatic),59.9,No,3,0,179.7,0.0
No,No,No,1,No,Month-to-month,No,Credit card (automatic),19.8,No,0,0,0.0,0.0
No,No,No,56,DSL,Two year,Yes,Credit card (automatic),81.8,No,3,2,245.39999999999998,163.6
No,No,No,2,No,Month-to-month,Yes,Mailed check,20.0,No,0,0,0.0,0.0
No,No,No,35,DSL,Month-to-month,Yes,Electronic check,59.6,No,2,0,119.2,0.0
No,Yes,No,64,No,Two year,No,Credit card (automatic),25.0,No,0,0,0.0,0.0
No,No,No,15,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.35,No,2,0,168.7,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,55.55,No,0,1,0.0,55.55
No,Yes,Yes,70,DSL,Two year,No,Credit card (automatic),75.35,No,2,2,150.7,150.7
No,No,No,39,DSL,One year,No,Electronic check,59.3,No,1,1,59.3,59.3
No,No,No,29,DSL,Month-to-month,Yes,Electronic check,66.1,No,1,1,66.1,66.1
No,Yes,Yes,14,No,Two year,No,Mailed check,18.8,No,0,0,0.0,0.0
No,No,No,61,DSL,Two year,No,Credit card (automatic),86.45,No,3,2,259.35,172.9
No,No,Yes,13,DSL,Month-to-month,Yes,Credit card (automatic),52.1,No,1,0,52.1,0.0
No,No,No,66,DSL,Two year,Yes,Mailed check,47.4,No,4,0,189.6,0.0
No,Yes,No,59,Fiber optic,One year,Yes,Credit card (automatic),109.15,No,3,2,327.45000000000005,218.3
No,Yes,Yes,62,Fiber optic,One year,Yes,Credit card (automatic),94.95,No,2,1,189.9,94.95
Yes,Yes,No,33,Fiber optic,One year,Yes,Electronic check,93.55,No,3,1,280.65,93.55
No,No,Yes,66,DSL,Two year,Yes,Credit card (automatic),79.5,No,3,2,238.5,159.0
No,No,No,72,Fiber optic,Two year,No,Credit card (automatic),115.05,No,4,2,460.2,230.1
No,Yes,Yes,51,Fiber optic,One year,Yes,Mailed check,95.15,No,2,1,190.3,95.15
No,No,No,63,Fiber optic,Month-to-month,No,Electronic check,105.4,No,2,2,210.8,210.8
No,No,No,27,No,One year,No,Bank transfer (automatic),20.1,No,0,0,0.0,0.0
Yes,No,No,4,No,Month-to-month,No,Mailed check,20.05,No,0,0,0.0,0.0
No,Yes,Yes,42,No,Two year,No,Mailed check,20.7,No,0,0,0.0,0.0
No,No,No,29,No,One year,No,Mailed check,20.35,No,0,0,0.0,0.0
No,No,No,30,No,One year,No,Mailed check,19.7,No,0,0,0.0,0.0
No,Yes,Yes,71,DSL,Two year,No,Bank transfer (automatic),85.45,No,4,2,341.8,170.9
No,Yes,No,46,DSL,Two year,No,Credit card (automatic),40.4,No,3,0,121.19999999999999,0.0
No,No,No,69,Fiber optic,One year,Yes,Bank transfer (automatic),105.2,No,2,2,210.4,210.4
No,Yes,No,72,Fiber optic,Two year,No,Bank transfer (automatic),100.65,No,3,1,301.95000000000005,100.65
No,No,No,28,Fiber optic,Month-to-month,No,Electronic check,91.0,No,2,1,182.0,91.0
Yes,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),116.75,No,4,2,467.0,233.5
No,No,No,7,DSL,One year,Yes,Electronic check,59.1,No,1,1,59.1,59.1
No,No,No,22,DSL,Month-to-month,Yes,Electronic check,49.8,No,1,0,49.8,0.0
No,No,No,72,No,Two year,No,Bank transfer (automatic),19.3,No,0,0,0.0,0.0
No,Yes,Yes,8,No,Month-to-month,No,Credit card (automatic),19.65,No,0,0,0.0,0.0
No,Yes,No,52,DSL,One year,Yes,Credit card (automatic),81.4,No,4,1,325.6,81.4
No,No,No,68,DSL,Two year,No,Mailed check,38.9,No,3,0,116.69999999999999,0.0
No,Yes,No,71,DSL,Two year,No,Bank transfer (automatic),87.95,No,4,2,351.8,175.9
No,No,No,2,No,Month-to-month,No,Mailed check,19.85,No,0,0,0.0,0.0
Yes,No,No,34,Fiber optic,Month-to-month,Yes,Electronic check,96.35,No,2,1,192.7,96.35
No,No,No,35,DSL,Month-to-month,No,Electronic check,24.15,No,0,0,0.0,0.0
No,Yes,Yes,61,No,One year,No,Credit card (automatic),19.1,No,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,No,Electronic check,44.0,No,0,0,0.0,0.0
No,Yes,Yes,53,DSL,One year,No,Credit card (automatic),60.6,No,1,1,60.6,60.6
No,Yes,No,72,No,Two year,No,Bank transfer (automatic),25.65,No,0,0,0.0,0.0
Yes,Yes,No,41,DSL,Month-to-month,Yes,Electronic check,53.95,No,2,2,107.9,107.9
No,Yes,No,24,No,One year,No,Credit card (automatic),20.4,No,0,0,0.0,0.0
No,No,No,8,DSL,Month-to-month,No,Mailed check,29.35,No,1,0,29.35,0.0
No,No,No,1,No,Month-to-month,Yes,Mailed check,20.45,No,0,0,0.0,0.0
No,No,No,54,Fiber optic,Two year,Yes,Bank transfer (automatic),95.1,No,2,1,190.2,95.1
No,No,No,41,No,Month-to-month,Yes,Bank transfer (automatic),25.25,No,0,0,0.0,0.0
No,Yes,No,19,DSL,Month-to-month,No,Mailed check,44.9,No,0,0,0.0,0.0
No,Yes,Yes,72,DSL,Two year,No,Bank transfer (automatic),92.65,No,4,2,370.6,185.3
No,No,No,62,DSL,Two year,Yes,Bank transfer (automatic),43.7,No,4,0,174.8,0.0
Yes,Yes,Yes,56,DSL,Two year,Yes,Credit card (automatic),72.6,No,2,2,145.2,145.2
No,Yes,Yes,32,No,Two year,No,Mailed check,18.95,No,0,0,0.0,0.0
No,No,No,21,No,Month-to-month,No,Credit card (automatic),20.5,No,0,0,0.0,0.0
No,Yes,Yes,62,No,One year,No,Bank transfer (automatic),19.95,No,0,0,0.0,0.0
No,No,No,2,DSL,Month-to-month,No,Electronic check,24.5,No,0,0,0.0,0.0
No,No,Yes,27,No,Two year,No,Mailed check,20.6,No,0,0,0.0,0.0
No,No,No,25,DSL,One year,No,Electronic check,61.05,No,3,2,183.14999999999998,122.1
No,No,No,49,Fiber optic,One year,Yes,Bank transfer (automatic),106.65,No,2,2,213.3,213.3
No,No,No,63,Fiber optic,Month-to-month,No,Credit card (automatic),108.25,No,3,2,324.75,216.5
No,No,Yes,4,No,Month-to-month,No,Credit card (automatic),20.4,No,0,0,0.0,0.0
No,Yes,No,1,DSL,Month-to-month,Yes,Mailed check,55.3,No,0,1,0.0,55.3
No,No,No,11,No,Month-to-month,No,Mailed check,20.25,No,0,0,0.0,0.0
Yes,No,No,52,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),72.95,No,0,0,0.0,0.0
Yes,Yes,No,60,Fiber optic,Month-to-month,No,Electronic check,89.45,No,1,1,89.45,89.45
No,No,No,64,Fiber optic,One year,Yes,Credit card (automatic),104.65,No,2,2,209.3,209.3
No,Yes,Yes,43,DSL,Two year,No,Bank transfer (automatic),75.2,No,2,2,150.4,150.4
No,Yes,No,61,Fiber optic,One year,No,Bank transfer (automatic),101.15,No,1,2,101.15,202.3
No,No,No,66,DSL,Two year,No,Bank transfer (automatic),68.75,No,4,0,275.0,0.0
