SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
No,No,No,60,No,Two year,No,19.85,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,25,Fiber optic,Month-to-month,No,85.9,No,1,1,85.9,85.9,Electronic check
Yes,Yes,No,6,Fiber optic,Month-to-month,Yes,80.8,No,1,0,80.8,0.0,Electronic check
No,No,No,22,No,Two year,No,25.25,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,31,DSL,Two year,No,80.55,No,2,2,161.1,161.1,Automatic
No,Yes,Yes,39,Fiber optic,Month-to-month,Yes,81.5,No,2,0,163.0,0.0,Automatic
No,No,No,26,No,Month-to-month,No,20.9,No,0,0,0.0,0.0,Mailed check
No,No,No,12,DSL,Month-to-month,Yes,67.25,No,3,0,201.75,0.0,Electronic check
No,No,No,2,No,Month-to-month,No,20.35,No,0,0,0.0,0.0,Mailed check
No,No,Yes,39,DSL,One year,No,45.05,No,2,1,90.1,45.05,Automatic
No,Yes,Yes,7,DSL,Month-to-month,No,34.65,No,2,0,69.3,0.0,Mailed check
Yes,No,No,4,Fiber optic,Month-to-month,No,69.35,No,0,0,0.0,0.0,Electronic check
No,No,No,55,Fiber optic,Month-to-month,Yes,81.55,No,2,0,163.1,0.0,Electronic check
No,Yes,Yes,72,DSL,Two year,Yes,75.4,No,2,2,150.8,150.8,Automatic
No,Yes,No,10,DSL,Month-to-month,Yes,67.8,No,1,2,67.8,135.6,Automatic
Yes,No,No,11,Fiber optic,Month-to-month,Yes,111.4,No,3,2,334.20000000000005,222.8,Electronic check
No,Yes,Yes,15,DSL,Month-to-month,No,46.3,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,23,No,Two year,No,20.4,No,0,0,0.0,0.0,Automatic
No,No,Yes,1,No,Month-to-month,No,20.05,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,47,Fiber optic,One year,Yes,96.1,No,3,1,288.29999999999995,96.1,Electronic check
No,No,Yes,15,No,One year,No,19.65,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,68,DSL,One year,Yes,60.65,No,3,0,181.95,0.0,Automatic
Yes,Yes,No,21,DSL,One year,No,71.7,No,2,1,143.4,71.7,Automatic
No,No,No,21,DSL,Month-to-month,Yes,36.0,No,2,0,72.0,0.0,Mailed check
No,Yes,Yes,56,DSL,One year,No,65.2,No,1,1,65.2,65.2,Automatic
No,Yes,Yes,6,DSL,Month-to-month,Yes,48.95,No,0,0,0.0,0.0,Automatic
Yes,No,No,65,DSL,Two year,Yes,53.5,No,2,2,107.0,107.0,Automatic
No,Yes,No,42,DSL,One year,No,80.45,No,2,2,160.9,160.9,Automatic
No,Yes,Yes,68,Fiber optic,Two year,Yes,109.05,No,3,2,327.15,218.1,Automatic
No,Yes,Yes,48,No,Two year,No,26.3,No,0,0,0.0,0.0,Automatic
Yes,No,No,50,Fiber optic,One year,Yes,106.8,No,2,2,213.6,213.6,Electronic check
Yes,No,No,7,DSL,Month-to-month,Yes,64.95,No,2,1,129.9,64.95,Electronic check
No,Yes,Yes,63,No,Two year,No,19.35,No,0,0,0.0,0.0,Electronic check
No,No,No,17,No,Month-to-month,No,21.1,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,4,No,Month-to-month,No,18.85,No,0,0,0.0,0.0,Mailed check
No,No,Yes,62,No,Two year,No,26.0,No,0,0,0.0,0.0,Automatic
No,Yes,No,2,Fiber optic,Month-to-month,Yes,70.35,No,0,0,0.0,0.0,Electronic check
No,Yes,No,48,Fiber optic,Two year,Yes,96.9,No,3,1,290.70000000000005,96.9,Automatic
No,Yes,No,27,No,Two year,No,19.55,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,70,DSL,Two year,Yes,80.4,No,3,2,241.20000000000002,160.8,Automatic
No,Yes,No,46,Fiber optic,One year,Yes,94.65,No,2,1,189.3,94.65,Electronic check
No,Yes,Yes,69,Fiber optic,One year,No,95.75,No,2,1,191.5,95.75,Automatic
No,No,No,65,No,Two year,Yes,19.55,No,0,0,0.0,0.0,Automatic
Yes,Yes,Yes,72,Fiber optic,Two year,Yes,104.1,No,3,2,312.29999999999995,208.2,Automatic
No,No,No,17,No,One year,Yes,20.1,No,0,0,0.0,0.0,Mailed check
No,Yes,No,51,Fiber optic,One year,Yes,111.55,No,3,2,334.65,223.1,Electronic check
No,Yes,Yes,51,DSL,Two year,No,60.5,No,3,0,181.5,0.0,Automatic
No,Yes,No,72,DSL,Two year,Yes,90.95,No,4,2,363.8,181.9,Automatic
No,No,No,34,No,Month-to-month,No,19.7,No,0,0,0.0,0.0,Mailed check
No,Yes,No,67,DSL,Two year,Yes,50.95,No,3,1,152.85000000000002,50.95,Automatic
No,Yes,No,49,No,One year,Yes,20.05,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,53,No,Two year,Yes,19.4,No,0,0,0.0,0.0,Mailed check
No,No,No,27,DSL,Month-to-month,No,59.45,No,2,0,118.9,0.0,Electronic check
No,No,No,69,DSL,Two year,Yes,81.5,No,4,1,326.0,81.5,Automatic
No,Yes,Yes,2,DSL,Month-to-month,No,29.05,No,1,0,29.05,0.0,Automatic
No,Yes,No,46,DSL,One year,No,70.6,No,3,1,211.79999999999998,70.6,Mailed check
No,No,No,54,Fiber optic,Two year,Yes,97.2,No,1,2,97.2,194.4,Automatic
No,No,No,20,DSL,Month-to-month,No,59.2,No,2,0,118.4,0.0,Automatic
No,No,No,11,Fiber optic,Month-to-month,Yes,75.9,No,1,0,75.9,0.0,Mailed check
Yes,Yes,No,30,Fiber optic,Month-to-month,Yes,90.05,No,1,1,90.05,90.05,Electronic check
No,Yes,No,68,DSL,Two year,No,70.95,No,3,1,212.85000000000002,70.95,Automatic
Yes,Yes,No,38,Fiber optic,Month-to-month,Yes,102.6,No,2,2,205.2,205.2,Electronic check
No,No,No,1,DSL,Month-to-month,No,43.8,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,63,DSL,Two year,No,59.0,No,3,2,177.0,118.0,Electronic check
No,No,No,3,DSL,One year,Yes,69.95,No,1,2,69.95,139.9,Electronic check
No,No,No,48,No,One year,No,24.35,No,0,0,0.0,0.0,Automatic
No,No,No,66,DSL,One year,No,29.45,No,1,0,29.45,0.0,Automatic
No,Yes,Yes,68,Fiber optic,Two year,Yes,84.4,No,2,0,168.8,0.0,Automatic
No,Yes,Yes,7,No,One year,No,20.65,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,DSL,Two year,Yes,87.1,No,4,2,348.4,174.2,Automatic
No,Yes,No,29,No,Month-to-month,No,19.85,No,0,0,0.0,0.0,Mailed check
No,Yes,No,37,Fiber optic,Month-to-month,Yes,90.35,No,2,1,180.7,90.35,Electronic check
No,Yes,Yes,59,DSL,One year,No,65.5,No,3,0,196.5,0.0,Mailed check
Yes,Yes,Yes,60,Fiber optic,Month-to-month,Yes,80.95,No,1,0,80.95,0.0,Electronic check
No,No,No,27,DSL,Month-to-month,Yes,56.15,No,2,0,112.3,0.0,Mailed check
No,Yes,No,17,DSL,Month-to-month,No,34.4,No,2,0,68.8,0.0,Mailed check
No,Yes,No,58,No,Two year,No,20.75,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,1,No,One year,No,18.8,No,0,0,0.0,0.0,Mailed check
No,No,No,53,Fiber optic,Month-to-month,No,90.8,No,3,0,272.4,0.0,Electronic check
No,No,No,35,No,Month-to-month,Yes,25.6,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,68,DSL,Two year,No,70.8,No,2,1,141.6,70.8,Automatic
No,Yes,No,47,No,Month-to-month,No,25.4,No,0,0,0.0,0.0,Electronic check
Yes,Yes,No,65,Fiber optic,Month-to-month,Yes,108.8,No,2,2,217.6,217.6,Automatic
No,No,No,9,Fiber optic,Month-to-month,Yes,76.85,No,0,0,0.0,0.0,Electronic check
No,No,No,8,No,Two year,No,20.25,No,0,0,0.0,0.0,Mailed check
No,No,No,14,No,One year,Yes,24.8,No,0,0,0.0,0.0,Automatic
No,No,No,45,Fiber optic,Month-to-month,Yes,115.65,No,4,2,462.6,231.3,Electronic check
No,No,No,8,Fiber optic,Month-to-month,Yes,74.6,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,66,Fiber optic,One year,Yes,103.15,No,3,2,309.45000000000005,206.3,Automatic
No,Yes,Yes,72,DSL,Two year,No,72.1,No,4,0,288.4,0.0,Automatic
No,Yes,Yes,23,No,Two year,No,25.1,No,0,0,0.0,0.0,Mailed check
No,No,No,4,Fiber optic,Month-to-month,Yes,80.15,No,1,0,80.15,0.0,Electronic check
No,Yes,Yes,6,No,Two year,No,25.4,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,67,Fiber optic,One year,Yes,105.4,No,4,1,421.6,105.4,Automatic
Yes,No,Yes,7,DSL,Month-to-month,Yes,45.75,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,56,No,One year,Yes,24.45,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,No,Two year,No,25.0,No,0,0,0.0,0.0,Automatic
No,Yes,No,72,DSL,Two year,Yes,85.25,No,3,2,255.75,170.5,Electronic check
No,Yes,Yes,23,No,Two year,No,19.6,No,0,0,0.0,0.0,Automatic
No,No,Yes,35,DSL,Month-to-month,No,50.15,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,27,Fiber optic,Month-to-month,Yes,70.55,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,12,No,One year,No,26.4,No,0,0,0.0,0.0,Mailed check
No,No,No,40,No,Two year,No,20.15,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,7,DSL,Month-to-month,No,58.85,No,3,2,176.55,117.7,Mailed check
No,Yes,Yes,70,Fiber optic,Month-to-month,Yes,97.55,No,2,1,195.1,97.55,Automatic
No,Yes,Yes,60,No,Two year,No,19.65,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,39,DSL,One year,Yes,25.25,No,0,0,0.0,0.0,Automatic
No,Yes,No,72,Fiber optic,Two year,No,114.45,No,4,2,457.8,228.9,Automatic
No,Yes,Yes,54,DSL,One year,Yes,70.7,No,2,1,141.4,70.7,Electronic check
No,Yes,Yes,63,DSL,Two year,No,75.55,No,4,1,302.2,75.55,Automatic
No,Yes,Yes,71,Fiber optic,Two year,Yes,84.8,No,2,0,169.6,0.0,Electronic check
No,No,No,42,No,One year,Yes,20.65,No,0,0,0.0,0.0,Mailed check
No,No,No,47,No,Two year,No,20.45,No,0,0,0.0,0.0,Automatic
No,No,No,11,DSL,Month-to-month,Yes,35.65,No,2,0,71.3,0.0,Electronic check
Yes,Yes,No,55,Fiber optic,Month-to-month,No,90.45,No,3,0,271.35,0.0,Electronic check
No,No,No,69,Fiber optic,Two year,Yes,97.65,No,3,1,292.95000000000005,97.65,Automatic
Yes,No,No,3,Fiber optic,Month-to-month,No,73.85,No,1,0,73.85,0.0,Electronic check
Yes,No,No,30,DSL,Two year,Yes,69.1,No,2,1,138.2,69.1,Automatic
No,No,No,5,Fiber optic,Month-to-month,Yes,82.75,No,2,0,165.5,0.0,Electronic check
No,Yes,No,71,No,Two year,Yes,24.4,No,0,0,0.0,0.0,Automatic
No,No,No,29,DSL,One year,Yes,55.25,No,1,0,55.25,0.0,Electronic check
No,Yes,No,52,DSL,Month-to-month,No,61.35,No,2,0,122.7,0.0,Automatic
No,No,No,68,DSL,One year,No,76.75,No,3,1,230.25,76.75,Automatic
No,Yes,Yes,46,No,Two year,No,19.4,No,0,0,0.0,0.0,Mailed check
No,No,No,8,DSL,Month-to-month,Yes,54.75,No,0,1,0.0,54.75,Automatic
No,Yes,No,72,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
No,No,No,17,No,One year,No,19.9,No,0,0,0.0,0.0,Automatic
No,No,No,3,Fiber optic,Month-to-month,Yes,107.95,No,3,2,323.85,215.9,Electronic check
Yes,No,No,2,Fiber optic,Month-to-month,Yes,83.8,No,1,1,83.8,83.8,Automatic
No,No,No,51,DSL,One year,Yes,56.4,No,2,2,112.8,112.8,Automatic
No,Yes,Yes,6,No,Two year,No,20.1,No,0,0,0.0,0.0,Mailed check
No,Yes,No,3,Fiber optic,Month-to-month,No,94.9,No,0,2,0.0,189.8,Electronic check
Yes,No,No,17,Fiber optic,Month-to-month,Yes,94.2,No,0,2,0.0,188.4,Electronic check
No,Yes,No,30,DSL,Month-to-month,No,49.9,No,0,0,0.0,0.0,Electronic check
No,No,No,31,DSL,Month-to-month,Yes,71.05,No,2,1,142.1,71.05,Electronic check
No,No,No,45,DSL,Two year,No,81.65,No,3,2,244.95000000000002,163.3,Automatic
No,Yes,No,64,Fiber optic,One year,No,89.45,No,3,0,268.35,0.0,Automatic
Yes,Yes,Yes,61,Fiber optic,One year,No,99.0,No,1,2,99.0,198.0,Electronic check
No,No,No,1,No,Month-to-month,No,19.05,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,72,Fiber optic,Two year,No,114.45,No,4,2,457.8,228.9,Automatic
No,Yes,No,7,DSL,Month-to-month,Yes,44.25,No,0,0,0.0,0.0,Mailed check
No,Yes,No,66,Fiber optic,One year,Yes,90.55,No,3,0,271.65,0.0,Automatic
No,Yes,Yes,40,No,Month-to-month,Yes,20.4,No,0,0,0.0,0.0,Automatic
No,No,No,16,DSL,Month-to-month,Yes,71.4,No,2,1,142.8,71.4,Automatic
No,Yes,No,67,No,Two year,No,24.85,No,0,0,0.0,0.0,Automatic
No,Yes,No,41,Fiber optic,One year,Yes,104.45,No,3,2,313.35,208.9,Automatic
No,Yes,Yes,56,No,Two year,Yes,19.8,No,0,0,0.0,0.0,Automatic
No,No,No,72,Fiber optic,Two year,Yes,116.45,No,4,2,465.8,232.9,Automatic
No,Yes,No,54,No,Two year,No,20.05,No,0,0,0.0,0.0,Automatic
Yes,No,No,52,Fiber optic,Month-to-month,Yes,110.75,No,3,2,332.25,221.5,Electronic check
No,No,No,50,Fiber optic,Two year,Yes,89.7,No,2,1,179.4,89.7,Automatic
No,Yes,No,27,DSL,One year,No,48.7,No,1,0,48.7,0.0,Automatic
Yes,Yes,No,72,Fiber optic,Two year,Yes,96.6,No,4,0,386.4,0.0,Automatic
No,No,No,62,DSL,One year,Yes,74.3,No,2,2,148.6,148.6,Automatic
No,No,No,12,DSL,Month-to-month,Yes,54.3,No,2,0,108.6,0.0,Electronic check
Yes,No,No,44,DSL,One year,No,74.85,No,2,2,149.7,149.7,Automatic
No,Yes,Yes,54,Fiber optic,Two year,Yes,79.95,No,2,0,159.9,0.0,Automatic
No,No,No,68,No,Two year,No,20.05,No,0,0,0.0,0.0,Automatic
No,No,No,20,No,Month-to-month,No,19.4,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,50,DSL,One year,No,54.9,No,1,0,54.9,0.0,Automatic
No,No,No,58,No,Two year,Yes,24.45,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,35,Fiber optic,Month-to-month,Yes,89.65,No,1,1,89.65,89.65,Automatic
No,No,No,2,DSL,Month-to-month,Yes,45.4,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,63,DSL,Two year,No,75.7,No,3,1,227.10000000000002,75.7,Mailed check
No,Yes,No,58,Fiber optic,One year,Yes,110.65,No,3,2,331.95000000000005,221.3,Automatic
No,Yes,Yes,27,No,One year,Yes,20.55,No,0,0,0.0,0.0,Mailed check
No,Yes,No,71,Fiber optic,Two year,Yes,115.15,No,4,2,460.6,230.3,Automatic
No,No,No,63,DSL,One year,No,58.55,No,1,1,58.55,58.55,Automatic
No,Yes,No,71,Fiber optic,Month-to-month,Yes,93.25,No,2,1,186.5,93.25,Automatic
No,Yes,Yes,68,No,Two year,Yes,19.35,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,1,DSL,Month-to-month,Yes,48.75,No,1,0,48.75,0.0,Mailed check
Yes,No,No,65,Fiber optic,Two year,Yes,109.05,No,3,2,327.15,218.1,Electronic check
Yes,Yes,No,72,No,Two year,Yes,25.0,No,0,0,0.0,0.0,Automatic
No,No,No,28,DSL,Month-to-month,Yes,54.9,No,1,0,54.9,0.0,Automatic
No,Yes,Yes,72,No,Two year,No,24.75,No,0,0,0.0,0.0,Automatic
No,No,No,2,Fiber optic,Month-to-month,Yes,91.15,No,2,1,182.3,91.15,Electronic check
Yes,Yes,No,60,Fiber optic,One year,Yes,104.35,No,2,2,208.7,208.7,Electronic check
Yes,No,No,26,DSL,Month-to-month,Yes,66.05,No,1,1,66.05,66.05,Electronic check
No,Yes,Yes,68,DSL,Two year,Yes,92.2,No,4,2,368.8,184.4,Automatic
Yes,Yes,No,42,Fiber optic,One year,Yes,105.2,No,2,2,210.4,210.4,Automatic
No,Yes,No,57,No,Two year,Yes,19.6,No,0,0,0.0,0.0,Automatic
No,Yes,No,54,DSL,Month-to-month,No,30.4,No,1,0,30.4,0.0,Electronic check
No,Yes,No,44,DSL,One year,Yes,61.5,No,3,0,184.5,0.0,Mailed check
No,Yes,Yes,42,DSL,Month-to-month,Yes,69.4,No,2,1,138.8,69.4,Automatic
No,Yes,Yes,72,No,Two year,No,24.75,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,71,DSL,Two year,No,91.05,No,4,2,364.2,182.1,Mailed check
No,Yes,No,23,DSL,Month-to-month,Yes,73.65,No,1,2,73.65,147.3,Automatic
No,No,No,30,No,Two year,No,19.4,No,0,0,0.0,0.0,Automatic
No,No,No,35,No,One year,No,26.2,No,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,43.85,No,0,0,0.0,0.0,Automatic
No,No,No,22,Fiber optic,Month-to-month,Yes,69.7,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,7,DSL,Two year,No,38.55,No,3,0,115.64999999999999,0.0,Mailed check
No,No,No,36,DSL,Two year,Yes,53.1,No,4,1,212.4,53.1,Mailed check
No,Yes,Yes,34,No,Month-to-month,No,20.65,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,72,DSL,Two year,No,64.45,No,3,0,193.35000000000002,0.0,Automatic
No,Yes,Yes,36,No,Two year,No,25.1,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,71,Fiber optic,One year,Yes,95.15,No,4,0,380.6,0.0,Automatic
Yes,No,No,23,Fiber optic,Month-to-month,Yes,79.35,No,1,0,79.35,0.0,Mailed check
No,Yes,No,17,Fiber optic,One year,Yes,96.65,No,1,2,96.65,193.3,Automatic
No,No,No,1,DSL,Month-to-month,Yes,75.5,No,2,2,151.0,151.0,Electronic check
No,Yes,Yes,12,No,Two year,No,19.7,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,No,Two year,No,20.5,No,0,0,0.0,0.0,Automatic
No,No,No,1,No,Month-to-month,No,19.2,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,72,Fiber optic,Two year,No,98.35,No,1,2,98.35,196.7,Automatic
No,Yes,Yes,60,Fiber optic,Month-to-month,No,74.35,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,61,DSL,Two year,No,51.35,No,3,1,154.05,51.35,Automatic
No,Yes,No,6,DSL,Month-to-month,No,45.65,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,72,No,Two year,No,20.3,No,0,0,0.0,0.0,Automatic
No,No,No,32,DSL,Month-to-month,Yes,54.2,No,1,0,54.2,0.0,Electronic check
No,Yes,No,65,Fiber optic,Month-to-month,Yes,90.65,No,1,1,90.65,90.65,Electronic check
No,Yes,Yes,45,DSL,Month-to-month,Yes,50.9,No,1,2,50.9,101.8,Automatic
No,No,No,42,No,One year,No,25.05,No,0,0,0.0,0.0,Electronic check
No,No,No,8,Fiber optic,Month-to-month,Yes,74.85,No,0,0,0.0,0.0,Electronic check
No,No,Yes,32,No,Two year,No,20.5,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,22,DSL,Month-to-month,Yes,63.55,No,3,0,190.64999999999998,0.0,Mailed check
No,No,No,1,DSL,Month-to-month,No,47.95,No,1,0,47.95,0.0,Electronic check
No,Yes,No,1,DSL,Month-to-month,Yes,45.0,No,0,0,0.0,0.0,Electronic check
Yes,No,No,54,Fiber optic,Month-to-month,Yes,90.05,No,1,1,90.05,90.05,Electronic check
No,No,No,4,No,Two year,Yes,25.3,No,0,0,0.0,0.0,Automatic
No,Yes,No,56,No,One year,No,24.3,No,0,0,0.0,0.0,Electronic check
No,No,No,45,DSL,Month-to-month,Yes,75.95,No,2,2,151.9,151.9,Electronic check
No,Yes,Yes,71,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
No,Yes,No,59,DSL,One year,No,66.4,No,3,1,199.20000000000002,66.4,Automatic
No,No,No,69,DSL,One year,Yes,35.75,No,2,0,71.5,0.0,Automatic
No,No,No,19,No,One year,No,18.8,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,55,No,Two year,No,19.4,No,0,0,0.0,0.0,Automatic
No,No,No,38,No,One year,No,19.3,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,47,DSL,Month-to-month,Yes,67.45,No,3,0,202.35000000000002,0.0,Automatic
No,Yes,Yes,46,No,Two year,Yes,20.1,No,0,0,0.0,0.0,Mailed check
No,Yes,No,65,DSL,Two year,No,58.9,No,3,0,176.7,0.0,Automatic
No,Yes,Yes,71,No,Two year,No,19.45,No,0,0,0.0,0.0,Mailed check
Yes,No,No,52,DSL,Month-to-month,Yes,50.5,No,3,1,151.5,50.5,Electronic check
No,Yes,No,6,No,One year,No,25.1,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,26,DSL,One year,No,60.7,No,1,1,60.7,60.7,Mailed check
Yes,No,No,48,Fiber optic,One year,Yes,99.0,No,1,2,99.0,198.0,Electronic check
No,Yes,Yes,64,Fiber optic,One year,Yes,104.4,No,2,2,208.8,208.8,Automatic
No,No,No,1,DSL,Month-to-month,Yes,44.05,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,72,No,Two year,No,24.1,No,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,45.55,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,51,Fiber optic,Month-to-month,Yes,93.8,No,2,1,187.6,93.8,Electronic check
No,Yes,Yes,41,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,70.65,No,3,1,211.95000000000002,70.65,Automatic
No,Yes,No,43,DSL,Two year,No,86.45,No,3,2,259.35,172.9,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,114.1,No,4,2,456.4,228.2,Automatic
No,Yes,No,47,Fiber optic,One year,Yes,95.2,No,0,2,0.0,190.4,Automatic
No,No,No,72,DSL,Two year,No,88.55,No,4,2,354.2,177.1,Automatic
No,No,No,3,No,Month-to-month,Yes,20.75,No,0,0,0.0,0.0,Automatic
No,No,No,26,DSL,Month-to-month,Yes,44.65,No,2,1,89.3,44.65,Automatic
No,Yes,Yes,29,DSL,Month-to-month,Yes,60.2,No,1,1,60.2,60.2,Mailed check
No,No,No,27,DSL,One year,No,55.45,No,2,0,110.9,0.0,Automatic
No,Yes,Yes,24,DSL,Month-to-month,Yes,70.3,No,3,1,210.89999999999998,70.3,Automatic
No,Yes,Yes,67,DSL,Two year,Yes,60.4,No,3,0,181.2,0.0,Automatic
No,No,No,23,DSL,One year,No,55.8,No,2,0,111.6,0.0,Automatic
No,No,No,14,DSL,Month-to-month,Yes,31.1,No,1,0,31.1,0.0,Mailed check
Yes,No,No,4,DSL,Month-to-month,Yes,50.95,No,1,2,50.95,101.9,Automatic
No,No,Yes,16,DSL,Month-to-month,Yes,69.1,No,2,1,138.2,69.1,Electronic check
No,Yes,No,46,DSL,Month-to-month,Yes,43.95,No,0,2,0.0,87.9,Electronic check
No,No,Yes,68,DSL,Two year,Yes,86.5,No,3,2,259.5,173.0,Automatic
No,No,No,38,DSL,Month-to-month,No,69.95,No,4,0,279.8,0.0,Electronic check
No,No,No,17,Fiber optic,Month-to-month,Yes,90.95,No,2,1,181.9,90.95,Automatic
No,Yes,Yes,4,No,Two year,No,19.9,No,0,0,0.0,0.0,Mailed check
No,No,No,12,No,One year,No,20.15,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,72,DSL,Two year,Yes,90.6,No,4,2,362.4,181.2,Automatic
No,No,No,3,Fiber optic,Month-to-month,Yes,92.0,No,0,2,0.0,184.0,Electronic check
No,No,No,41,No,One year,Yes,24.85,No,0,0,0.0,0.0,Mailed check
No,No,No,40,DSL,One year,No,36.0,No,2,0,72.0,0.0,Automatic
No,No,No,7,DSL,Month-to-month,Yes,78.5,No,3,2,235.5,157.0,Electronic check
No,No,No,69,No,Two year,No,19.95,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,7,No,One year,No,20.65,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,5,DSL,Month-to-month,Yes,30.5,No,1,0,30.5,0.0,Electronic check
No,Yes,Yes,72,Fiber optic,Two year,No,106.1,No,4,1,424.4,106.1,Automatic
No,Yes,Yes,44,No,One year,Yes,20.5,No,0,0,0.0,0.0,Automatic
No,No,No,65,Fiber optic,One year,Yes,95.5,No,2,1,191.0,95.5,Electronic check
No,No,No,3,DSL,Month-to-month,No,64.6,No,1,1,64.6,64.6,Electronic check
No,No,No,24,DSL,Month-to-month,Yes,51.1,No,1,0,51.1,0.0,Automatic
Yes,Yes,No,72,DSL,Two year,No,89.1,No,4,2,356.4,178.2,Automatic
No,No,No,24,DSL,Month-to-month,No,54.95,No,2,0,109.9,0.0,Electronic check
No,Yes,No,22,No,Month-to-month,Yes,20.45,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,70,DSL,Two year,Yes,85.95,No,3,2,257.85,171.9,Automatic
No,Yes,Yes,25,DSL,Month-to-month,No,60.35,No,0,1,0.0,60.35,Electronic check
No,Yes,Yes,37,No,Two year,No,19.8,No,0,0,0.0,0.0,Automatic
Yes,Yes,Yes,22,Fiber optic,Month-to-month,No,85.35,No,0,1,0.0,85.35,Automatic
No,Yes,Yes,59,DSL,Two year,Yes,72.1,No,2,1,144.2,72.1,Automatic
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,81.05,No,0,1,0.0,81.05,Electronic check
No,No,No,3,No,Month-to-month,Yes,20.5,No,0,0,0.0,0.0,Electronic check
No,Yes,No,53,Fiber optic,One year,Yes,111.8,No,3,2,335.4,223.6,Automatic
No,No,No,1,No,Month-to-month,No,20.2,No,0,0,0.0,0.0,Mailed check
No,No,No,20,No,One year,Yes,19.7,No,0,0,0.0,0.0,Mailed check
No,No,No,51,No,One year,Yes,19.85,No,0,0,0.0,0.0,Automatic
No,Yes,No,51,DSL,One year,Yes,60.5,No,3,0,181.5,0.0,Automatic
No,Yes,Yes,13,No,Two year,No,19.55,No,0,0,0.0,0.0,Mailed check
No,No,No,1,No,Month-to-month,No,20.9,No,0,0,0.0,0.0,Mailed check
No,No,Yes,1,No,Month-to-month,Yes,21.05,No,0,0,0.0,0.0,Mailed check
No,No,No,63,DSL,One year,No,71.5,No,4,0,286.0,0.0,Electronic check
No,No,No,3,DSL,Month-to-month,No,54.65,No,0,1,0.0,54.65,Mailed check
No,No,No,46,No,Two year,No,19.2,No,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,49.8,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,71,No,Two year,No,20.5,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,55,Fiber optic,Month-to-month,Yes,90.4,No,1,1,90.4,90.4,Automatic
No,No,No,70,Fiber optic,One year,Yes,90.25,No,3,0,270.75,0.0,Automatic
No,Yes,Yes,67,Fiber optic,Two year,No,104.6,No,2,2,209.2,209.2,Automatic
